date,Apple,Amazon,Google,Meta,Microsoft,Netflix
2019-06-04,1.3124504099265881,1.1418340417694017,1.0112226033977476,1.2663526565702803,1.3096142231377113,1.1162872260214083
2019-06-11,1.3213779475247696,1.1574215080834565,1.0225667486464298,1.3691414340297836,1.312083579688861,1.1118792388818763
2019-06-18,1.3533407938498416,1.1745248243845465,1.0441131627815605,1.3951466583511072,1.3607746371421487,1.1766347842135065
2019-06-25,1.3735814901060945,1.179612210963843,1.027667847215436,1.3980440000595238,1.3400335679273712,1.187924178517866
2019-07-02,1.3631544254481527,1.1981024344899134,1.0448901265972457,1.4180367683656927,1.3526755799685937,1.1928712121219454
2019-07-09,1.3985251010775297,1.240243963076861,1.0767041724442095,1.477073353940107,1.371835682452493,1.1625547357167445
2019-07-16,1.4122231240046172,1.2185442165519245,1.0652196155058702,1.4655559486789609,1.3671940264347429,0.9850320248762685
2019-07-23,1.4289884203428413,1.1736349601377711,1.1600726983855023,1.4193406276603848,1.3928726961784694,1.0550517412023408
2019-07-30,1.3176297785532602,1.0832274495074845,1.0785575062998713,1.316406927589556,1.3057625736682497,0.9755502265979075
2019-08-06,1.366289485698977,1.095372228350983,1.0995142200378172,1.3427741808096698,1.341120234212584,0.9856979456523096
2019-08-13,1.4390008717149736,1.1145190580117887,1.1217346389826761,1.3485691973819314,1.3669966241345768,0.9810997922106528
2019-08-20,1.4125948164365896,1.0855225744878552,1.09406679176724,1.3064830047421343,1.3422169136579505,0.9354348145239828
2019-08-27,1.4279872941299083,1.0900761174313665,1.1120471651260124,1.344947242616887,1.3660979827455768,0.9315342278536825
2019-09-03,1.4651336173749672,1.1238653949932564,1.1273131516462034,1.3673305121731663,1.3627291106406516,0.9334052126470559
2019-09-10,1.5043322493565385,1.1094377580552472,1.152481713834806,1.3489314483843406,1.3509366278219628,0.9332466923402465
2019-09-17,1.4962601016716104,1.0956053928226732,1.1550371061387532,1.3532777941023937,1.3787824315131634,0.8432803212910482
2019-09-24,1.5321752342781292,1.0652956970292693,1.1409691750063462,1.2899673796414937,1.377691950690749,0.8486712698202401
2019-10-01,1.5533138088495448,1.0633012512129938,1.1303737246894836,1.3015571906823977,1.3587653296713775,0.8703621318019897
2019-10-08,1.6135829042238985,1.0656148233423293,1.1392281992017843,1.3276347097316699,1.3828445957544202,0.9054671215044603
2019-10-15,1.6453252000657759,1.0958262904085032,1.1663812513874354,1.3745741995996361,1.3717465176454133,0.8817466576457837
2019-10-22,1.7037472932563555,1.0905608935237117,1.2074242985837003,1.3719663699584421,1.4288242324833273,0.8938288470376784
2019-10-29,1.761553466788719,1.1074862931596567,1.208706586635591,1.4105033467683812,1.4323916194617687,0.9287118308892205
2019-11-05,1.793706051397128,1.0872286080258957,1.21602607510368,1.3734877797478369,1.447850349348032,0.9328978121778242
2019-11-12,1.8327124584967776,1.0754950975999322,1.2361592602908422,1.429916424629248,1.489766868201382,0.9595040617683376
2019-11-19,1.8277035840426537,1.0885726279705412,1.2230460855990413,1.4472290685662745,1.4985860782107276,1.000665920776041
2019-11-26,1.8125397653061766,1.0933348016140225,1.2073495367131726,1.4465771944448331,1.4869805077149014,0.9830341657714011
2019-12-03,1.831477159564923,1.0736417677912218,1.2575557919427367,1.458456961760198,1.5049778121086126,0.9592820559174092
2019-12-10,1.9202658109019617,1.0857312988281753,1.2740385601925612,1.4336831909538084,1.546440401035011,0.9647047472186606
2019-12-17,1.9486718482335907,1.1003307658085746,1.262497824228672,1.4935166843127992,1.5651330637727043,1.056320193987048
2019-12-24,2.0002707149068235,1.1334020091660792,1.2506106868147755,1.4806950866015325,1.5669230353544024,1.025274311261687
2019-12-31,2.057084086925865,1.1677620246616844,1.3049635711664846,1.5400216284504076,1.5812410596784345,1.0649774544058146
2020-01-07,2.174827773316916,1.1606556584943923,1.3471017147445763,1.6074609491864678,1.6234988206722487,1.0747764868512826
2020-01-14,2.1869731857101016,1.1443439777128475,1.3856270375659028,1.6091269484317596,1.6614815980367847,1.0771548721138877
2020-01-21,2.1198674578086387,1.122018245447651,1.3421129024782341,1.5564649588230997,1.6135559115790277,1.0873343339403494
2020-01-28,2.1178773140367517,1.2299402471562129,1.3908219113410314,1.4791017152396175,1.7338664149072114,1.1352825653501901
2020-02-04,2.206322814769055,1.3095409122648913,1.4121060849418257,1.5433537379928006,1.8762506913848678,1.176729915752941
2020-02-11,2.234943564482853,1.3101300037072214,1.423394122913394,1.5514666279317955,1.8429416757261925,1.2063169858379816
2020-02-18,2.050824777722412,1.2330639019540588,1.3305908211077586,1.453965915534438,1.6991652521091212,1.1692142338073879
2020-02-25,2.0551577298133332,1.1991027943497787,1.3001900042087633,1.4229624713736198,1.7227500588074485,1.208378233710224
2020-03-03,1.8306660959742727,1.105000890987931,1.1377493921831228,1.2278156797603412,1.5017105020566712,1.0987822485515182
2020-03-10,1.6658739102076277,1.0365998926694306,1.0149196568186198,1.0576600983963453,1.3501633893434546,0.9476755242226867
2020-03-17,1.543173567932738,1.1677314042672096,0.9889834581110387,1.0727996805261546,1.3557467592327694,1.1424811099053804
2020-03-24,1.752534249381837,1.2052396083323806,1.0734095560020223,1.2021005227652877,1.597523888539223,1.1763810355905187
2020-03-31,1.8052179217160385,1.2258838408312567,1.1109426696990425,1.1992031810568713,1.6477737407259063,1.2049216587417804
2020-04-07,1.8793606155001799,1.3309951337919277,1.1396213088837621,1.2661352171273874,1.6501665681244557,1.258070672378688
2020-04-14,1.904671378158345,1.4689138852439383,1.1855315547469985,1.2911262052730508,1.7453820259007076,1.3873596604142762
2020-04-21,1.9475887723803333,1.4581070397223301,1.194208093137506,1.3582033860585114,1.7353121245064942,1.3362719914263548
2020-04-28,2.0162980320302006,1.4212799755636143,1.2418685703535748,1.4868523541762033,1.783069335571195,1.357740847557176
2020-05-05,2.1665778878896487,1.478358450952636,1.3134343350419506,1.5442228294535163,1.8618341248498027,1.3969683330041311
2020-05-12,2.172097920522471,1.4889506727918693,1.2953511461740936,1.5442954573368932,1.8435882397818084,1.4352127602846823
2020-05-19,2.1992014126474673,1.495467947516831,1.3201359259774255,1.7016296630932415,1.8296298945280465,1.3614511711486075
2020-05-26,2.2196148734488896,1.5164313063287673,1.3401660804101945,1.679898378710213,1.8279273394238778,1.3506691773134796
2020-06-02,2.299681834305395,1.5489687060504869,1.3540093671888374,1.6762041292172203,1.8832160363143942,1.3302784141117525
2020-06-09,2.3654052296195407,1.5788058926374058,1.328962275102733,1.684172207596699,1.889014609677481,1.3493372389846532
2020-06-16,2.4749204369537523,1.6654207818089013,1.3589235610815245,1.7328503245933338,2.005290763098167,1.4842392781771054
2020-06-23,2.4949885848908,1.6448993118089752,1.3056748851630404,1.5982613062402455,1.9839951555377544,1.418278668828143
2020-06-30,2.5782288779937432,1.8760486431653733,1.3999570657357738,1.7405286688019708,2.1065705403291948,1.5659605609605904
2020-07-07,2.633813221633883,1.9048670227434619,1.4145957556782072,1.7312566200759905,2.070278079761973,1.6664552739986729
2020-07-14,2.7132602626518407,1.9618411827824986,1.4654948138077857,1.7777614531617894,2.1155683978308,1.593232731327145
2020-07-21,2.6154000672246522,1.874925520806558,1.4322485974256949,1.6914161171267876,2.0380844983565702,1.5717955211916392
2020-07-28,3.005117528000992,1.9097089779652083,1.380067394741098,1.8251355998119227,2.1649582308176463,1.5812139307026254
2020-08-04,3.109667322299827,1.93196728917835,1.4003313055790292,1.9051064509329796,2.082075330752163,1.5328851731350468
2020-08-11,3.1672279712501634,1.952985802156481,1.4208108922161986,1.8917782348670253,2.102371370626792,1.5296188612454722
2020-08-18,3.478127392337579,2.0297266909738285,1.4865360472035831,1.9658817746878723,2.136464432619379,1.5501046592098895
2020-08-25,3.566076654482694,2.117790009080305,1.5295724812029858,2.123867854565662,2.260290826673787,1.6793302584781025
2020-09-01,3.3427826962577663,2.0218470427956063,1.4891940397713062,2.0480259097197653,2.1472412949082287,1.6364875809791504
2020-09-08,3.1880245844596455,1.9042349503804468,1.422027458700524,1.9279242662196165,2.0586454896276374,1.5103063845263276
2020-09-15,3.0421092496818507,1.816785351128371,1.3395483263744525,1.7975368930768747,2.0298818129223806,1.5454747629961731
2020-09-22,3.1769698158284543,1.9478554346564996,1.370772958817976,1.8603404670794685,2.0990346042099777,1.555939619440938
2020-09-29,3.219528923628233,1.9632896117174792,1.390896673211559,1.9170589571835306,2.1084560342799743,1.6510751267218882
2020-10-06,3.4378486035532627,2.1128620920171883,1.4687052693343021,1.997464242983136,2.2188992835027626,1.7118348570670394
2020-10-13,3.205158546066347,1.9682051682543855,1.4363761414638088,1.8935166398920753,2.146940741164578,1.6830087425207303
2020-10-20,3.179456846865421,1.9681008529044006,1.488641720309385,2.007315871102609,2.10544906639202,1.548297063183891
2020-10-27,3.005906536543323,1.843793475458784,1.5219443309623346,1.8932267946694243,2.027777459899678,1.5352318156255924
2020-11-03,3.2145542128764073,1.929254715517339,1.6501465892300144,2.0193401168220615,2.1887324928636365,1.492040354740962
2020-11-10,3.330279213668335,1.9214732024259968,1.6673499987731017,2.020716937155559,2.177107054986554,1.5193125251075166
2020-11-17,3.151723056055608,1.9014242416325557,1.62380773829844,1.944440113423876,2.1057494611966203,1.511447962999541
2020-11-24,3.2956754915329696,1.9441671285476934,1.6480314453306333,2.0063019680823775,2.151054401658052,1.5560982365244915
2020-12-01,3.4257855732523295,1.9380057807933717,1.7030112675179188,2.068670663199185,2.15326460808809,1.6356314939009844
2020-12-08,3.3712499255371835,1.9373737084303564,1.6473947497077328,1.986164055061264,2.152360244893288,1.6566879843252642
2020-12-15,3.549805866923947,1.9675730958913704,1.62802898579424,1.9760230259263776,2.2366662852129466,1.6772689138291161
2020-12-22,3.7840053978649633,2.0153051406585742,1.6623986391904595,2.0065194075252704,2.2604807588386007,1.6462231278804993
2020-12-29,3.582471988196657,1.9555755196781919,1.6176116868444794,1.9481345850204879,2.1874293515922516,1.6580833114214655
2021-01-05,3.57056831643113,1.9111326858477686,1.6536282538453932,1.8604852786389845,2.18541956730433,1.5827361321103204
2021-01-12,3.5196311012074815,1.905020405636887,1.625052717163503,1.8207893651456788,2.1367854895004865,1.5791844256024425
2021-01-19,3.9564711187520563,2.021466488412896,1.7778154696229318,2.0138355007314983,2.3064017470580382,1.7656498882567324
2021-01-26,3.7134128100693835,2.051463238156345,1.779640462846292,1.8979353913898867,2.4080914280991523,1.7093929862603152
2021-02-02,3.7900956183646333,2.0392265044890716,1.958938226461885,1.931039491578164,2.436427717698817,1.7375530832538393
2021-02-09,3.7530630299765946,2.0114696319194483,1.9694213904760838,1.9594349950459788,2.461749728214224,1.7648253503971378
2021-02-16,3.4932848324081203,1.9519610021652458,1.9327025497815762,1.8857658899036802,2.356442594393902,1.692712740203508
2021-02-23,3.5429115020644715,1.9307276782240397,1.9482680860229311,1.9189423958717156,2.3863436389413386,1.7461787944540346
2021-03-02,3.2260204595169317,1.8115568485415094,1.894598533777657,1.8494023080563868,2.2901605602283635,1.5644383595528952
2021-03-09,3.437558428309687,1.8911696868956978,1.9342094104387948,1.982977090233815,2.3648913174775736,1.6498065771604369
2021-03-16,3.420924164905596,1.909083085865298,1.9080952756094205,2.12633076159553,2.376775667067193,1.6588761065090005
2021-03-23,3.365474962492904,1.8875182750848218,1.9243441439572104,2.106627949563822,2.3692225655305705,1.6298281796652512
2021-03-30,3.4905128155507117,1.980184203678249,2.0830877025619787,2.2376673078798146,2.5085111861303426,1.714562025715323
2021-04-06,3.6385614356885063,2.073868751999807,2.1104561435531233,2.2567184678937005,2.5774006154120017,1.7529651668561717
2021-04-13,3.738368745920762,2.0693397428280154,2.155018379796903,2.1893513308337793,2.6059025195018215,1.7582292410738696
2021-04-20,3.7350423256918717,2.092039849212817,2.1778002302550816,2.19514645845785,2.634204001449524,1.6182532939658443
2021-04-27,3.674602411806024,2.078225837488858,2.2418500592570334,2.336689319014757,2.536610815484478,1.6144795816070379
2021-05-04,3.516851083989408,1.9579444332544227,2.191765345878404,2.216370680278953,2.489475850800735,1.5433817723518712
2021-05-11,3.506717221738537,2.0069775170455872,2.1728115614856116,2.285113749257896,2.4693330281703574,1.5505169281396867
2021-05-18,3.529767341943956,1.9913899570911824,2.252613903153674,2.351539389077344,2.525733821594095,1.5947865787301556
2021-05-25,3.460616116423843,1.9779381462413186,2.2571907358993157,2.3812384186844224,2.520461018608584,1.5945011841118522
2021-06-01,3.4964417314813003,1.962559216986884,2.308229990473243,2.4381016092961914,2.562152638706109,1.5686560836135583
2021-06-08,3.623635573625319,2.0766180326780477,2.3652786070701195,2.43947820752607,2.623529019091759,1.5852413916844195
2021-06-15,3.6741799062725313,2.1196309783628053,2.3672069180416178,2.4070259814592343,2.651188387277247,1.5760766340196772
2021-06-22,3.743053497654975,2.1134512770998684,2.374030337821772,2.5761678819066174,2.71266585289873,1.690334354940903
2021-06-29,3.886909928804358,2.1546230662214256,2.409588288818451,2.569358629158696,2.8028122675516394,1.6933468214307454
2021-07-06,4.012993018171738,2.2820050309214484,2.4441265510397567,2.558203474899959,2.7994802693063265,1.703906906191689
2021-07-13,3.956060721872543,2.1783174458433376,2.419603222537963,2.4407823999761904,2.7963517130450817,1.6879559696782978
2021-07-20,4.137687504398847,2.27051067794958,2.6141109371450693,2.6980074862245784,2.917892086742576,1.6378829080753516
2021-07-27,4.041319916800574,2.044467367602143,2.545690480403134,2.549438599787713,2.875191521555314,1.6336336347961171
2021-08-03,4.057148954715039,2.05084352631954,2.5833638622929396,2.6194127891261623,2.9106241218617486,1.6489185537567232
2021-08-10,4.203127859926226,2.0245287151410922,2.600473855372085,2.6552694194633397,2.973918419764389,1.6424176727496334
2021-08-17,4.163912254206487,2.004203702595626,2.6413483654917,2.6320171694981545,3.075371122681874,1.754709277338051
2021-08-24,4.258754583855294,2.0997539412521045,2.7231533495111706,2.7574062117495926,3.0705368325354594,1.7954588674159573
2021-08-31,4.291575522918168,2.1344145422714544,2.71015253287047,2.7255338982316775,3.0457585525102835,1.872677225073964
2021-09-07,4.1594614589652315,2.121600984047711,2.685629778356166,2.7273451532437236,3.0037840209036637,1.8687447988548602
2021-09-14,3.9756161980491447,2.0593490665976724,2.6023642831692664,2.5766025386887845,2.9765771521936766,1.8247922856547543
2021-09-21,4.043202812494358,2.0900760237910165,2.6488641576812513,2.5612456281678915,2.975263362005938,1.8793683691599228
2021-09-28,3.869926676694506,1.9575086310651675,2.5040479750223605,2.363129200118248,2.8634001513099756,1.9133315868356917
2021-10-05,3.9720013323843895,1.9921939531369377,2.5991915673201946,2.357479106157312,2.97586923766474,1.9884568570726526
2021-10-12,4.076022454201449,2.115200291558594,2.676185675195116,2.429119294741053,3.1079593497485583,2.023117835073266
2021-10-19,4.134151777436886,2.037649226432386,2.597796777720331,2.3809485734617715,3.1164555956081963,2.129954908811629
2021-10-26,4.143052503015541,2.0362624128477558,2.691414424276916,2.3902931390193194,3.331278569294247,2.1601128649100203
2021-11-02,4.18421587221824,2.1411221878281217,2.7958236096265163,2.452879051475401,3.408348432543088,2.065865477809528
2021-11-09,4.178067270708312,2.175917818232282,2.796507515720441,2.5176384699459375,3.3990431869186803,2.1542780014557157
2021-11-16,4.485015162305155,2.192419682564832,2.753273917018342,2.470191806464237,3.4370722155467823,2.0904421255231145
2021-11-23,4.463289642354688,2.18566933700853,2.735218566543733,2.4486053336407245,3.410936278156053,2.105156448800602
2021-11-30,4.604787048237742,2.1033132109585053,2.6918354441005783,2.302571315806248,3.305152168246521,1.9429504964695359
2021-12-07,4.895022835083484,2.081208469919489,2.746272417619522,2.4229623603218102,3.439003325004927,1.9171687847386172
2021-12-14,4.728178556806291,2.0506654223736946,2.6657213092712038,2.357479106157312,3.2415190122891673,1.8828565901236816
2021-12-21,5.022872490576062,2.0824602541193094,2.7717218749358747,2.5076418081633296,3.469907116019149,1.9443140807936776
2021-12-28,5.069665518975288,2.091481378164962,2.7157592426694266,2.452299805237337,3.39188616149479,1.8943679902789696
2022-01-04,4.796141836880646,1.9820189926976446,2.594071598912466,2.3764578603914397,3.1843708874520797,1.7119616346017894
2022-01-11,4.820653644602141,1.990021497015167,2.61676936020341,2.4042010455305753,3.143131290012906,1.6670578060073389
2022-01-18,4.501727267056255,1.7740793585111634,2.440531954385788,2.2362185259737966,3.002997272605901,1.227722453201428
2022-01-25,4.8682834674817235,1.8358095119305766,2.5402427651388124,2.269177592498939,3.1510343753377454,1.3545380212117204
2022-02-01,4.781379225420216,1.938441582982627,2.6008856913959133,1.6291922335694962,3.0494049321966012,1.2751316381467215
2022-02-08,4.709938599394157,1.904462121869732,2.5327832237232473,1.576964567587575,2.9891161717304646,1.257595014681516
2022-02-15,4.6658743426595555,1.8729740559109676,2.4423199254160655,1.493371872753283,2.917479163090538,1.2408511863038454
2022-02-22,4.605075493673607,1.884775174669686,2.5251268045987305,1.528648923696968,3.0337789984296823,1.2510940368976822
2022-03-01,4.4427602844366065,1.6870470206590278,2.3673845671696663,1.3579859466156183,2.8319257691060633,1.110737660408663
2022-03-08,4.200681046918548,1.7410509087936434,2.3725606428545087,1.3519015290279435,2.8068464585200865,1.0496924386684643
2022-03-15,4.612326847599508,1.9820866010303997,2.554844145894418,1.5319811442911708,3.0375353639386367,1.1878924357458065
2022-03-22,4.897354615878359,2.0741264502432166,2.6572696304797687,1.6196303396208647,3.1547077746625725,1.2003235053001235
2022-03-29,4.976560781172513,2.0662222682932745,2.6889525919337824,1.6942411641072557,3.198062850857953,1.2415171070798865
2022-04-05,4.6226451505976,1.8548151319434671,2.429759070186186,1.5679823640842456,2.896401937784898,1.103570761848788
2022-04-12,4.603680836206346,1.8752262936110031,2.3953987440866733,1.5267655960605926,2.848272968282123,1.0714149466455294
2022-04-19,4.542603055726945,1.792857994315469,2.3072100147041246,1.3545091365655184,2.8503035735856015,0.6656624789111377
2022-04-26,4.4053886537371465,1.5280666816678508,2.1931505211878153,1.5293733146499768,2.888379966050619,0.6325236539298471
2022-05-03,4.240841560100601,1.3352357306854838,2.1169048929994045,1.4212964721283279,2.686425651491166,0.5489313379646167
2022-05-10,4.064966820666402,1.3600468651224062,2.1488877629167633,1.4490399904228919,2.655152645063671,0.5914568296848339
2022-05-17,3.997096950208458,1.3201145933148093,2.0903695948494954,1.421441283687844,2.6465222546457885,0.5944060525724177
2022-05-24,4.179480956060398,1.413265298000582,2.1115698227799276,1.4134732053083654,2.780817010292893,0.6189827002860043
2022-05-31,4.081726062677636,1.5316260450146018,2.190408008962241,1.4070987203944205,2.7351217155245307,0.6251664922911033
2022-06-07,3.683440431855144,1.2724069886789753,2.0007021301967214,1.1898586154993234,2.465527391555886,0.5381176013574294
2022-06-14,3.674502082958767,1.3037047774463846,2.0192159531786924,1.186091849174763,2.5203823437788078,0.5565738458332918
2022-06-21,3.9565969622630557,1.38962017320281,2.1831447712681378,1.2277434960842022,2.69583770415721,0.5997970494899817
2022-06-28,3.880347903251422,1.3446986499027966,2.04196982174675,1.159217533392724,2.64179620199246,0.5706538943300538
2022-07-05,4.046253760845219,1.3715779251115046,2.1812728545674984,1.1798622868721436,2.691970081313218,0.562377111680653
2022-07-12,4.107700855270989,1.396247943540862,2.057488578007698,1.2113725714912682,2.5875522114779423,0.6054417466421615
2022-07-19,4.271930529192505,1.4868272842135386,2.025664702624974,1.2071711483845404,2.6341631541136605,0.6929346008893202
2022-07-26,4.51101330730261,1.66172648271769,2.1617577104098227,1.1584930313879056,2.829362400106807,0.7173527282960973
2022-08-02,4.604858402805835,1.7110665195764048,2.211552129615559,1.233248778485622,2.8528720286344593,0.7404389173740482
2022-08-09,4.843957181637269,1.7573379621631182,2.3002834206727045,1.3103221768464528,2.9867018875601583,0.789972738958959
2022-08-16,4.686771284716294,1.6350927325068823,2.1540824931950198,1.1810937403870778,2.826716382801523,0.7183991752298762
2022-08-23,4.513643047475762,1.5929940912002698,2.0655378915688845,1.1529879710901045,2.705026924275079,0.7121519944574023
2022-08-30,4.357856132541326,1.5650103280624117,2.034463213357033,1.1613183004719925,2.6115041673818924,0.7170355909057345
2022-09-06,4.5709796863274805,1.674736498395894,2.0941792933152126,1.2239043239798837,2.7195097683940164,0.7500792843475907
2022-09-13,4.320657050161072,1.5300305070896514,1.9440466950302584,1.0722201011326618,2.493810277634733,0.772594684188935
2022-09-20,4.216891507433362,1.413308278921267,1.849699223380577,0.9878304985137937,2.4217047166752494,0.7105664042823322
2022-09-27,3.984188692614575,1.4222679748972695,1.8588719739558917,1.0040563894435928,2.4552589752881566,0.7580389296066287
2022-10-04,3.9274125114613274,1.3951432683310114,1.8478270196861923,0.9691414784505075,2.338074644135467,0.729308043376498
2022-10-11,3.9830703719291995,1.396616137397362,1.886577058609719,0.9709522892553154,2.4225203918801217,0.7772563231747107
2022-10-18,4.179972653902343,1.470626099045084,1.9275733975740132,0.939659444079084,2.521652902544932,0.8956999286077959
2022-10-25,4.288772369521956,1.2573104787203708,1.7720123126056406,0.6748279196686747,2.367447057402427,0.9256041360831994
2022-11-01,3.885458620134551,1.1111315247074278,1.659506459726957,0.7006156490212004,2.323999955497066,0.8200672579016034
2022-11-08,4.154128461791196,1.2088295920736065,1.7976582171403284,0.8273812895025168,2.4635198324146654,0.9490391085468285
2022-11-15,4.146565310025328,1.1348196304258846,1.7939143837390492,0.7957985435777295,2.468619232896569,0.9039449200967651
2022-11-22,4.040385388184527,1.1531073098747402,1.8017767208754802,0.7879752767577669,2.4726100335043517,0.8916408216306863
2022-11-29,4.107903242773215,1.1170229073324796,1.8695421143948456,0.8868525318590984,2.5589307852224827,0.9912792540371145
2022-12-06,4.047950702210035,1.111377049705328,1.751420367917371,0.8309307829618984,2.5825561213785737,0.9994925995307683
2022-12-13,3.7084032869373678,1.0422764643314075,1.6688663302238995,0.8292646171388923,2.459211948402027,0.9142512562347208
2022-12-20,3.6941155076936982,1.0463267840336086,1.6812212674418654,0.8550524020173228,2.4416208922202514,0.9353713289798637
2022-12-27,3.6400451782529006,1.030984749077104,1.6610039930874687,0.8717130052551937,2.4527690361300247,0.9351176771336199
2023-01-03,3.6462093480322304,1.0722241465314164,1.6623144065263527,0.9378485222224665,2.3228789583770415,0.9994609535354528
2023-01-10,3.7753606838275844,1.2042884096563053,1.7371935139987655,0.9922489168561766,2.4467344382776095,1.0554322673600784
2023-01-17,3.953258433380186,1.196924157964903,1.8946265156677777,1.037812252701502,2.480996770358503,1.133443323328876
2023-01-24,4.006206982520185,1.234113329357364,1.8336000222707145,1.0652660368252242,2.482326454451247,1.1197754469851673
2023-01-31,4.25078146766184,1.25411930923012,1.9369331245740833,1.3477724006491645,2.626125606352476,1.1463183078083057
2023-02-07,4.310175280334259,1.2217169388932103,1.778376829387815,1.2997462688257804,2.7749362654409286,1.1370901613761886
2023-02-14,4.280279878563174,1.192996600761652,1.770701612173012,1.2522998274476984,2.6393191368973827,1.103443887537294
2023-02-21,4.150370454538329,1.1507753842367894,1.6866500411190288,1.228105636034802,2.5649299396667367,1.0243863846347177
2023-02-28,4.316194578717765,1.1506526217378394,1.7892343767421417,1.3393696654875185,2.6337284558117653,0.9895034007831754
2023-03-07,4.2219183286424915,1.1344514365693847,1.7158530896239852,1.3103946936780204,2.603481718830463,0.9307731755382069
2023-03-14,4.416362553857834,1.1992561772432038,1.9081047464029999,1.4328866163246603,2.7912173459721665,0.967622275722557
2023-03-21,4.441053829129378,1.203306496945405,1.9292580508561525,1.469322603951712,2.8337675548180785,1.0390689651401457
2023-03-28,4.6624324577659335,1.2569422848638707,1.9638898730382721,1.5434261437725587,2.945014399877935,1.1044586884757577
2023-04-04,4.546271545430751,1.2539965467311698,2.002077978209426,1.5555956452587651,2.967160967112332,1.0749983959254668
2023-04-11,4.636058079591264,1.2609925109257218,1.9921564609538553,1.5853675248528396,2.9611117468673114,1.0551151299697157
2023-04-18,4.638863827699043,1.3035820149474344,1.9988955045730301,1.5413978935248578,2.889032251912037,1.0433817239634993
2023-04-25,4.758391810744333,1.2525237713051696,2.016304975624904,1.7615354511801808,3.132954740516107,1.027842959603161
2023-05-02,4.868099242960467,1.298918070031183,2.0262264928804745,1.6897500068296862,3.164637014997489,1.0503266166724459
2023-05-09,4.827976353096134,1.3648273922745027,2.1894626515667777,1.73024249495214,3.172941898240863,1.0651678142614274
2023-05-16,4.89450086560659,1.4115899784973664,2.3562558107264775,1.7987684576436183,3.2931087206677985,1.1511702098729506
2023-05-23,4.929059828967425,1.474185462391835,2.3480192337467907,1.898152608729161,3.420634738990292,1.2014968265453965
2023-05-30,5.045663139624781,1.5378856214961536,2.370482808141955,1.9658817746878723,3.45197529451406,1.279698145593063
2023-06-06,5.163951282992974,1.5534730878102083,2.327801672398649,1.963418867658004,3.4099479951428227,1.3444853369200085
2023-06-13,5.195701038630606,1.5402175471341044,2.322372898721486,2.0354943793347684,3.5176361948719905,1.3698230369490705
2023-06-20,5.205534995469526,1.5628010712830611,2.229335697013816,2.017167499222082,3.3765526755799686,1.3190207625794526
2023-06-27,5.407552751297004,1.5982718486112715,2.256853805242888,2.071857628026634,3.4730404404518955,1.3998858615080274
2023-07-04,5.299379226068894,1.5603462895058102,2.1877781417815108,2.1303872620909323,3.409742645890154,1.4007420453629376
