date,open,high,low,close,volume,adj_close
2007-01-03,2.521843194961548,2.992856979370117,3.0921430587768555,2.924999952316284,1238319600,3.0817859172821045
2007-01-04,2.577817916870117,3.059286117553711,3.069643020629883,2.9935710430145264,847260400,3.00178599357605
2007-01-05,2.559460401535034,3.0374999046325684,3.078571081161499,3.0142860412597656,834741600,3.063214063644409
2007-01-08,2.572099208831787,3.052500009536743,3.0903570652008057,3.0457139015197754,797106800,3.069999933242798
2007-01-09,2.785764455795288,3.3060710430145264,3.320713996887207,3.0410709381103516,3349298400,3.0875000953674316
2007-01-10,2.919079065322876,3.4642860889434814,3.492856979370117,3.3375000953674316,2952880000,3.3839290142059326
2007-01-11,2.8829660415649414,3.421428918838501,3.4564290046691895,3.3964290618896484,1440252800,3.426429033279419
2007-01-12,2.847456216812134,3.379286050796509,3.3949999809265137,3.3296430110931396,1312690400,3.378213882446289
2007-01-16,2.9220874309539795,3.4678568840026855,3.4732139110565186,3.4089291095733643,1244076400,3.4171431064605713
2007-01-17,2.8573873043060303,3.391071081161499,3.4857139587402344,3.3864290714263916,1646260000,3.484286069869995
2007-01-18,2.680436849594116,3.1810710430145264,3.2896430492401123,3.180356979370117,2364605600,3.289285898208618
2007-01-19,2.663283348083496,3.1607139110565186,3.2017860412597656,3.1471428871154785,1364473600,3.1653571128845215
2007-01-22,2.6118242740631104,3.0996429920196533,3.184286117553711,3.058928966522217,1454026000,3.1835711002349854
2007-01-23,2.5790202617645264,3.06071400642395,3.125356912612915,3.053929090499878,1207424400,3.061785936355591
2007-01-24,2.6091151237487793,3.0964291095733643,3.112499952316284,3.0742859840393066,927813600,3.0957140922546387
2007-01-25,2.5955724716186523,3.080357074737549,3.1607139110565186,3.072499990463257,905973600,3.1110711097717285
2007-01-26,2.5693917274475098,3.049285888671875,3.120357036590576,3.0353569984436035,986874000,3.1110711097717285
2007-01-29,2.5862436294555664,3.0692861080169678,3.0946431159973145,3.054642915725708,901664400,3.0821430683135986
2007-01-30,2.57450795173645,3.055356979370117,3.0889289379119873,3.044642925262451,577970400,3.0867860317230225
2007-01-31,2.5799245834350586,3.061785936355591,3.0714290142059326,3.012500047683716,856069200,3.0307140350341797
2007-02-01,2.5501317977905273,3.0264289379119873,3.081070899963379,3.0264289379119873,664342000,3.0796430110931396
2007-02-02,2.5504329204559326,3.0267860889434814,3.044642925262451,2.989285945892334,621530000,3.004286050796509
2007-02-05,2.526057004928589,2.997857093811035,3.043929100036621,2.997857093811035,578852400,3.010714054107666
2007-02-06,2.532376289367676,3.005357027053833,3.0167860984802246,2.9592859745025635,864393600,3.016071081161499
2007-02-07,2.5925633907318115,3.0767860412597656,3.0850000381469727,2.983928918838501,1066825200,3.0171430110931396
2007-02-08,2.5934667587280273,3.07785701751709,3.0896430015563965,3.0503571033477783,679030800,3.0510709285736084
2007-02-09,2.5058939456939697,2.973928928375244,3.078571081161499,2.9717860221862793,860540800,3.067142963409424
2007-02-12,2.554344892501831,3.0314290523529053,3.0421431064605713,2.986785888671875,724071600,3.01535701751709
2007-02-13,2.5489277839660645,3.0250000953674316,3.0460710525512695,3.010714054107666,580986000,3.041429042816162
2007-02-14,2.5669848918914795,3.046428918838501,3.0585711002349854,3.0203568935394287,507981600,3.0225000381469727
2007-02-15,2.5642755031585693,3.0432140827178955,3.057857036590576,3.0278570652008057,363661200,3.051429033279419
2007-02-16,2.5528404712677,3.0296430587768555,3.0503571033477783,3.023571014404297,399868000,3.044642925262451
2007-02-20,2.5850400924682617,3.067857027053833,3.0771429538726807,3.005713939666748,617702400,3.023214101791382
2007-02-21,2.6843488216400146,3.18571400642395,3.196070909500122,3.069999933242798,1155313600,3.070713996887207
2007-02-22,2.693678140640259,3.1967859268188477,3.2432138919830322,3.1617860794067383,838224800,3.242856979370117
2007-02-23,2.680436849594116,3.1810710430145264,3.226428985595703,3.1732139587402344,517893600,3.184286117553711
2007-02-26,2.663583517074585,3.1610710620880127,3.2142860889434814,3.1289288997650146,615848800,3.208570957183838
2007-02-27,2.5257556438446045,2.997499942779541,3.109999895095825,2.978929042816162,1145813200,3.0821430683135986
2007-02-28,2.5462207794189453,3.0217859745025635,3.057142972946167,2.9642860889434814,919475200,2.9642860889434814
2007-03-01,2.6199488639831543,3.109286069869995,3.1539289951324463,2.9910709857940674,1415528800,3.001070976257324
2007-03-02,2.570293664932251,3.0503571033477783,3.1264290809631348,3.0432140827178955,860000400,3.098928928375244
2007-03-05,2.597679376602173,3.0828568935394287,3.1660709381103516,3.062856912612915,838899600,3.067500114440918
2007-03-06,2.65395450592041,3.1496429443359375,3.1539289951324463,3.121428966522217,723186800,3.135714054107666
2007-03-07,2.6398096084594727,3.132857084274292,3.177500009536743,3.12321400642395,626284400,3.1446430683135986
2007-03-08,2.64823579788208,3.142857074737549,3.1685709953308105,3.1235709190368652,511011200,3.163928985595703
2007-03-09,2.647334575653076,3.1417860984802246,3.1732139587402344,3.121428966522217,451836000,3.171428918838501
2007-03-12,2.7045116424560547,3.2096428871154785,3.2139289379119873,3.1424999237060547,729408400,3.1453568935394287
2007-03-13,2.660274028778076,3.1571431159973145,3.2357139587402344,3.1571431159973145,867890800,3.193213939666748
2007-03-14,2.7084248065948486,3.2142860889434814,3.2142860889434814,3.140000104904175,796586000,3.164285898208618
2007-03-15,2.695483922958374,3.1989290714263916,3.2271430492401123,3.189642906188965,559498800,3.2128570079803467
2007-03-16,2.6960859298706055,3.1996428966522217,3.2139289379119873,3.190000057220459,571704000,3.197856903076172
2007-03-19,2.742429256439209,3.254642963409424,3.2696430683135986,3.1996428966522217,712961200,3.2228569984436035
2007-03-20,2.7529616355895996,3.2671430110931396,3.2799999713897705,3.252142906188965,488916400,3.262500047683716
2007-03-21,2.824885606765747,3.3524999618530273,3.357142925262451,3.273214101791382,686896000,3.2853569984436035
2007-03-22,2.8275949954986572,3.3557140827178955,3.369999885559082,3.3214290142059326,561492400,3.3475000858306885
2007-03-23,2.8143534660339355,3.3399999141693115,3.35964298248291,3.3321430683135986,450884000,3.3339290618896484
2007-03-26,2.884472370147705,3.4232139587402344,3.424999952316284,3.3321430683135986,864987200,3.356786012649536
2007-03-27,2.872734785079956,3.4092860221862793,3.458214044570923,3.392857074737549,932052800,3.4182140827178955
2007-03-28,2.80592679977417,3.3299999237060547,3.4071431159973145,3.3267860412597656,942337200,3.38857102394104
2007-03-29,2.8212742805480957,3.3482139110565186,3.363929033279419,3.293929100036621,725723600,3.363929033279419
2007-03-30,2.7959964275360107,3.318213939666748,3.3814289569854736,3.3125,600558000,3.367142915725708
2007-04-02,2.818265199661255,3.3446431159973145,3.3660709857940674,3.322143077850342,501992400,3.362143039703369
2007-04-03,2.8438451290130615,3.375,3.401071071624756,3.3485710620880127,583934400,3.362143039703369
2007-04-04,2.836923837661743,3.366786003112793,3.3978569507598877,3.361785888671875,476784000,3.390713930130005
2007-04-05,2.849262237548828,3.3814289569854736,3.3814289569854736,3.3399999141693115,355516000,3.36142897605896
2007-04-09,2.818265199661255,3.3446431159973145,3.4035708904266357,3.322856903076172,413341600,3.4003570079803467
2007-04-10,2.8363213539123535,3.3660709857940674,3.366429090499878,3.336071014404297,352466800,3.3453569412231445
2007-04-11,2.7863659858703613,3.306786060333252,3.3553569316864014,3.297499895095825,549018400,3.3535709381103516
2007-04-12,2.7743287086486816,3.2925000190734863,3.296786069869995,3.240000009536743,656675600,3.2871429920196533
2007-04-13,2.7156460285186768,3.2228569984436035,3.2642860412597656,3.2164289951324463,719941600,3.246428966522217
2007-04-16,2.7514569759368896,3.26535701751709,3.267857074737549,3.2232139110565186,609033600,3.23464298248291
2007-04-17,2.718956470489502,3.226785898208618,3.296428918838501,3.203571081161499,751920400,3.2857139110565186
2007-04-18,2.720461130142212,3.2285709381103516,3.244642972946167,3.200000047683716,464044000,3.2200000286102295
2007-04-19,2.7165493965148926,3.223928928375244,3.2589290142059326,3.208214044570923,425913600,3.2210710048675537
2007-04-20,2.7376155853271484,3.248929023742676,3.2564289569854736,3.233928918838501,522779600,3.2460711002349854
2007-04-23,2.8140523433685303,3.3396430015563965,3.3499999046325684,3.265000104904175,780290000,3.271070957183838
2007-04-24,2.80592679977417,3.3299999237060547,3.442500114440918,3.260714054107666,1055252800,3.3557140827178955
2007-04-25,2.8694252967834473,3.4053568840026855,3.4071431159973145,3.3499999046325684,1187144000,3.365356922149658
2007-04-26,2.9744510650634766,3.5299999713897705,3.6607139110565186,3.510714054107666,1737778000,3.627856969833374
2007-04-27,3.0069520473480225,3.568571090698242,3.569643020629883,3.488929033279419,699403600,3.5064289569854736
2007-04-30,3.0033419132232666,3.56428599357605,3.607142925262451,3.559643030166626,616509600,3.5746428966522217
2007-05-01,2.99341082572937,3.552500009536743,3.5839290618896484,3.5196430683135986,532523600,3.556786060333252
2007-05-02,3.0210962295532227,3.5853569507598877,3.5907139778137207,3.552500009536743,505145200,3.558928966522217
2007-05-03,3.0213968753814697,3.585714101791382,3.62321400642395,3.5717859268188477,576077600,3.5975000858306885
2007-05-04,3.0337352752685547,3.6003570556640625,3.628571033477783,3.5892860889434814,381987200,3.5999999046325684
2007-05-07,3.1273274421691895,3.7114291191101074,3.726785898208618,3.6075000762939453,861557200,3.609999895095825
2007-05-08,3.1616337299346924,3.752142906188965,3.755357027053833,3.693571090698242,783997200,3.695357084274292
2007-05-09,3.2164039611816406,3.817142963409424,3.819999933242798,3.7460711002349854,717757600,3.746786117553711
2007-05-10,3.2302470207214355,3.833570957183838,3.8871428966522217,3.7828569412231445,1197257600,3.808213949203491
2007-05-11,3.272378444671631,3.883570909500122,3.8975000381469727,3.813570976257324,653696400,3.8478569984436035
2007-05-14,3.2910354137420654,3.9057140350341797,3.9285709857940674,3.8660709857940674,651946400,3.9149999618530273
2007-05-15,3.235663890838623,3.8399999141693115,3.93571400642395,3.802856922149658,954514400,3.9132139682769775
2007-05-16,3.2302470207214355,3.833570957183838,3.8867859840393066,3.693571090698242,1126767600,3.876070976257324
2007-05-17,3.293442726135254,3.9085710048675537,3.92392897605896,3.8267860412597656,735291200,3.8267860412597656
2007-05-18,3.3108978271484375,3.929286003112793,3.9514288902282715,3.9203569889068604,621345200,3.936785936355591
2007-05-21,3.3698813915252686,3.999285936355591,4.01607084274292,3.930356979370117,639892400,3.939642906188965
